"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","node0.group19-project.cs744-s19-pg0.wisc.cloudlab.us",,,,"User:","madanraj"
"Cmdline:","dstat --time --cpu --mem --load --net --output distributed_cluster2_lstm.csv",,,,"Date:","09 May 2019 23:35:18 CDT"

"system","total cpu usage",,,,,,"memory usage",,,,"load avg",,,"net/total",
09-05 23:37:51,11.833,2.721,85.421,0.0,0.0,0.026,2901913600.0,196472832.0,1776820224.0,1.96395061248e+11,4.780,2.900,1.990,10065396.0,10778542.0
09-05 23:37:52,14.144,3.363,82.418,0.0,0.0,0.074,2902888448.0,196472832.0,1776820224.0,1.963940864e+11,4.780,2.900,1.990,9739386.0,10779346.0
09-05 23:37:53,14.549,2.387,83.039,0.0,0.0,0.025,2900426752.0,196472832.0,1776820224.0,1.96396548096e+11,4.780,2.900,1.990,9722188.0,10789896.0
09-05 23:37:54,13.209,3.039,83.677,0.0,0.0,0.075,2901360640.0,196472832.0,1776820224.0,1.96395614208e+11,4.560,2.890,1.990,10062632.0,11122791.0
09-05 23:37:55,11.275,2.457,86.268,0.0,0.0,0.0,2902274048.0,196472832.0,1776820224.0,1.963947008e+11,4.560,2.890,1.990,10069798.0,11123595.0
09-05 23:37:56,13.214,2.668,84.067,0.0,0.0,0.050,2900058112.0,196472832.0,1776820224.0,1.96396916736e+11,4.560,2.890,1.990,9728292.0,10432917.0
09-05 23:37:57,11.888,2.908,85.204,0.0,0.0,0.0,2901458944.0,196472832.0,1776820224.0,1.96395515904e+11,4.560,2.890,1.990,9383363.0,10772493.0
09-05 23:37:58,13.019,3.425,83.505,0.0,0.0,0.050,2901811200.0,196472832.0,1776820224.0,1.96395163648e+11,4.560,2.890,1.990,10401161.0,11149103.0
09-05 23:37:59,12.124,3.133,84.743,0.0,0.0,0.0,2904743936.0,196472832.0,1776820224.0,1.96392230912e+11,4.270,2.850,1.980,10069253.0,11123542.0
09-05 23:38:00,12.350,2.648,84.950,0.0,0.0,0.051,2904891392.0,196472832.0,1776820224.0,1.96392083456e+11,4.270,2.850,1.980,10068346.0,11125667.0
09-05 23:38:01,13.971,2.480,83.523,0.0,0.0,0.025,2903928832.0,196472832.0,1776820224.0,1.96393046016e+11,4.270,2.850,1.980,9728397.0,10777532.0
09-05 23:38:02,13.090,3.040,83.844,0.0,0.0,0.025,2904387584.0,196472832.0,1776820224.0,1.96392587264e+11,4.270,2.850,1.980,9722805.0,10775008.0
09-05 23:38:03,12.694,3.738,83.517,0.0,0.0,0.050,2903953408.0,196476928.0,1776820224.0,1.96393017344e+11,4.270,2.850,1.980,10405355.0,11126382.0
09-05 23:38:04,13.123,2.377,84.475,0.0,0.0,0.025,2904625152.0,196476928.0,1776820224.0,1.963923456e+11,6.730,3.390,2.160,9726936.0,11124432.0
09-05 23:38:05,12.975,2.636,84.313,0.0,0.0,0.076,2907303936.0,196476928.0,1776820224.0,1.96389666816e+11,6.730,3.390,2.160,10009119.0,10428790.0
09-05 23:38:06,10.370,2.389,87.241,0.0,0.0,0.0,2905407488.0,196476928.0,1776820224.0,1.96391563264e+11,6.730,3.390,2.160,9435164.0,10791138.0
09-05 23:38:07,13.678,3.001,83.296,0.0,0.0,0.025,2908082176.0,196476928.0,1776824320.0,1.9638888448e+11,6.730,3.390,2.160,9719659.0,10773011.0
09-05 23:38:08,13.953,2.931,83.066,0.0,0.0,0.050,2905120768.0,196476928.0,1776824320.0,1.96391845888e+11,6.730,3.390,2.160,10067301.0,10779886.0
09-05 23:38:09,13.110,2.464,84.375,0.0,0.0,0.051,2905391104.0,196481024.0,1776824320.0,1.96391571456e+11,6.270,3.350,2.150,9386651.0,10779968.0
09-05 23:38:10,12.728,2.535,84.686,0.0,0.0,0.051,2906861568.0,196481024.0,1776824320.0,1.96390100992e+11,6.270,3.350,2.150,10057900.0,10431945.0
09-05 23:38:11,11.568,2.776,85.604,0.0,0.0,0.051,2904121344.0,196481024.0,1776824320.0,1.96392841216e+11,6.270,3.350,2.150,9727288.0,11132523.0
09-05 23:38:12,9.437,4.037,86.525,0.0,0.0,0.0,3310067712.0,196481024.0,1776824320.0,1.95986894848e+11,6.270,3.350,2.150,3836083.0,4167225.0
09-05 23:38:13,66.111,17.471,16.393,0.0,0.0,0.025,4278882304.0,196481024.0,1776824320.0,1.95018080256e+11,6.270,3.350,2.150,8864.0,1023.0
09-05 23:38:14,9.048,8.799,82.154,0.0,0.0,0.0,1361592320.0,196481024.0,1776828416.0,1.97935366144e+11,5.770,3.290,2.140,14934.0,3693.0
09-05 23:38:15,0.025,0.0,99.975,0.0,0.0,0.0,1361604608.0,196485120.0,1776807936.0,1.9793537024e+11,5.770,3.290,2.140,7512.0,492.0
09-05 23:38:16,0.0,0.0,100.0,0.0,0.0,0.0,1361342464.0,196485120.0,1776807936.0,1.97935632384e+11,5.770,3.290,2.140,8232.0,882.0
09-05 23:38:17,0.025,0.025,99.950,0.0,0.0,0.0,1360326656.0,196485120.0,1776807936.0,1.97936648192e+11,5.770,3.290,2.140,8292.0,492.0
09-05 23:38:18,0.0,0.025,99.975,0.0,0.0,0.0,1359437824.0,196485120.0,1776807936.0,1.97937537024e+11,5.770,3.290,2.140,8772.0,492.0
09-05 23:38:19,0.025,0.0,99.975,0.0,0.0,0.0,1359310848.0,196485120.0,1776807936.0,1.97937664e+11,5.310,3.240,2.130,8772.0,492.0
09-05 23:38:20,0.0,0.0,100.0,0.0,0.0,0.0,1358802944.0,196485120.0,1776807936.0,1.97938171904e+11,5.310,3.240,2.130,9132.0,492.0
09-05 23:38:21,0.0,0.025,99.975,0.0,0.0,0.0,1358274560.0,196485120.0,1776807936.0,1.97938700288e+11,5.310,3.240,2.130,8718.0,948.0
09-05 23:38:22,0.0,0.025,99.975,0.0,0.0,0.0,1358147584.0,196485120.0,1776807936.0,1.97938827264e+11,5.310,3.240,2.130,8052.0,492.0
09-05 23:38:23,0.0,0.0,100.0,0.0,0.0,0.0,1357639680.0,196485120.0,1776807936.0,1.97939335168e+11,5.310,3.240,2.130,7572.0,492.0
09-05 23:38:24,0.0,0.025,99.975,0.0,0.0,0.0,1357131776.0,196485120.0,1776807936.0,1.97939843072e+11,4.880,3.180,2.120,7572.0,1002.0
09-05 23:38:25,0.025,0.025,99.950,0.0,0.0,0.0,1357275136.0,196485120.0,1776807936.0,1.97939699712e+11,4.880,3.180,2.120,7624.0,1114.0
09-05 23:38:26,0.0,0.025,99.975,0.0,0.0,0.0,1356767232.0,196485120.0,1776807936.0,1.97940207616e+11,4.880,3.180,2.120,7926.0,21056.0
09-05 23:38:27,0.025,0.025,99.950,0.0,0.0,0.0,1356525568.0,196489216.0,1776807936.0,1.97940445184e+11,4.880,3.180,2.120,7496.0,990.0
09-05 23:38:28,0.025,0.0,99.975,0.0,0.0,0.0,1356271616.0,196489216.0,1776807936.0,1.97940699136e+11,4.880,3.180,2.120,8216.0,908.0
09-05 23:38:29,0.0,0.0,100.0,0.0,0.0,0.0,1355763712.0,196489216.0,1776807936.0,1.9794120704e+11,4.490,3.130,2.110,8260.0,932.0
09-05 23:38:30,0.025,0.050,99.925,0.0,0.0,0.0,1355255808.0,196489216.0,1776807936.0,1.97941714944e+11,4.490,3.130,2.110,8664.0,21110.0
09-05 23:38:31,0.025,0.0,99.975,0.0,0.0,0.0,1355169792.0,196489216.0,1776807936.0,1.9794180096e+11,4.490,3.130,2.110,8096.0,924.0
09-05 23:38:32,0.0,0.0,100.0,0.0,0.0,0.0,1354874880.0,196489216.0,1776807936.0,1.97942095872e+11,4.490,3.130,2.110,8200.0,916.0
09-05 23:38:33,0.0,0.025,99.975,0.0,0.0,0.0,1354620928.0,196497408.0,1776807936.0,1.97942341632e+11,4.490,3.130,2.110,8524.0,21612.0
09-05 23:38:34,0.0,0.025,99.975,0.0,0.0,0.0,1354739712.0,196497408.0,1776807936.0,1.97942222848e+11,4.130,3.080,2.100,7890.0,706.0
09-05 23:38:35,0.025,0.0,99.975,0.0,0.0,0.0,1354485760.0,196497408.0,1776807936.0,1.979424768e+11,4.130,3.080,2.100,7212.0,492.0
09-05 23:38:36,0.0,0.025,99.975,0.0,0.0,0.0,1354485760.0,196497408.0,1776807936.0,1.979424768e+11,4.130,3.080,2.100,8592.0,1388.0
09-05 23:38:37,0.0,0.025,99.975,0.0,0.0,0.0,1354752000.0,196497408.0,1776812032.0,1.97942206464e+11,4.130,3.080,2.100,6978.0,882.0
