"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","node0.group19-project.cs744-s19-pg0.wisc.cloudlab.us",,,,"User:","madanraj"
"Cmdline:","dstat --time --cpu --mem --load --net --output singlelstm.csv",,,,"Date:","09 May 2019 23:04:29 CDT"

"system","total cpu usage",,,,,,"memory usage",,,,"load avg",,,"net/total",
09-05 23:07:08,11.552,2.207,86.241,0.0,0.0,0.0,2561781760.0,195760128.0,1776455680.0,1.96736270336e+11,6.960,3.500,1.420,8406.0,398.0
09-05 23:07:09,13.026,2.458,84.516,0.0,0.0,0.0,2561765376.0,195764224.0,1776455680.0,1.96736282624e+11,6.960,3.500,1.420,8712.0,492.0
09-05 23:07:10,12.217,3.232,84.551,0.0,0.0,0.0,2562011136.0,195764224.0,1776455680.0,1.96736036864e+11,6.960,3.500,1.420,8472.0,492.0
09-05 23:07:11,13.744,1.920,84.336,0.0,0.0,0.0,2561949696.0,195764224.0,1776455680.0,1.96736098304e+11,6.960,3.500,1.420,8118.0,882.0
09-05 23:07:12,13.848,2.534,83.618,0.0,0.0,0.0,2561695744.0,195764224.0,1776455680.0,1.96736352256e+11,6.960,3.500,1.420,8172.0,492.0
09-05 23:07:13,13.416,3.840,82.743,0.0,0.0,0.0,2561060864.0,195764224.0,1776455680.0,1.96736987136e+11,6.480,3.460,1.420,8166.0,398.0
09-05 23:07:14,12.907,2.312,84.782,0.0,0.0,0.0,2561167360.0,195764224.0,1776455680.0,1.9673688064e+11,6.480,3.460,1.420,7692.0,492.0
09-05 23:07:15,12.830,1.796,85.373,0.0,0.0,0.0,2561138688.0,195764224.0,1776455680.0,1.96736909312e+11,6.480,3.460,1.420,7692.0,492.0
09-05 23:07:16,12.554,1.947,85.498,0.0,0.0,0.0,2560909312.0,195764224.0,1776455680.0,1.96737138688e+11,6.480,3.460,1.420,8112.0,492.0
09-05 23:07:17,15.971,2.833,81.197,0.0,0.0,0.0,2560770048.0,195764224.0,1776455680.0,1.96737277952e+11,6.480,3.460,1.420,8406.0,398.0
09-05 23:07:18,12.791,2.226,84.983,0.0,0.0,0.0,2561646592.0,195764224.0,1776455680.0,1.96736401408e+11,6.040,3.410,1.410,8166.0,452.0
09-05 23:07:19,12.571,1.465,85.964,0.0,0.0,0.0,2561388544.0,195764224.0,1776455680.0,1.96736659456e+11,6.040,3.410,1.410,7986.0,500.0
09-05 23:07:20,12.442,2.035,85.523,0.0,0.0,0.0,2561765376.0,195764224.0,1776455680.0,1.96736282624e+11,6.040,3.410,1.410,9078.0,1060.0
09-05 23:07:21,12.792,2.467,84.715,0.0,0.0,0.025,2561867776.0,195764224.0,1776455680.0,1.96736180224e+11,6.040,3.410,1.410,8052.0,492.0
09-05 23:07:22,12.099,1.603,86.298,0.0,0.0,0.0,2561982464.0,195764224.0,1776455680.0,1.96736065536e+11,6.040,3.410,1.410,7872.0,492.0
09-05 23:07:23,11.705,2.990,85.280,0.0,0.0,0.026,2562228224.0,195764224.0,1776455680.0,1.96735819776e+11,5.640,3.370,1.410,7746.0,398.0
09-05 23:07:24,13.352,2.524,84.124,0.0,0.0,0.0,2564128768.0,195764224.0,1776455680.0,1.96733919232e+11,5.640,3.370,1.410,7686.0,398.0
09-05 23:07:25,14.193,2.888,82.918,0.0,0.0,0.0,2567045120.0,195764224.0,1776455680.0,1.9673100288e+11,5.640,3.370,1.410,6852.0,492.0
09-05 23:07:26,16.514,3.337,80.150,0.0,0.0,0.0,2570727424.0,195764224.0,1776455680.0,1.96727320576e+11,5.640,3.370,1.410,6672.0,492.0
09-05 23:07:27,12.106,3.713,84.181,0.0,0.0,0.0,2575532032.0,195772416.0,1776455680.0,1.96722507776e+11,5.640,3.370,1.410,7392.0,492.0
09-05 23:07:28,13.228,2.923,83.850,0.0,0.0,0.0,2575904768.0,195772416.0,1776455680.0,1.9672213504e+11,5.350,3.350,1.420,7452.0,492.0
09-05 23:07:29,14.466,3.790,81.744,0.0,0.0,0.0,2577932288.0,195772416.0,1776459776.0,1.96720103424e+11,5.350,3.350,1.420,7932.0,492.0
09-05 23:07:30,11.031,2.434,86.535,0.0,0.0,0.0,2578051072.0,195772416.0,1776459776.0,1.9671998464e+11,5.350,3.350,1.420,8126.0,12154.0
09-05 23:07:31,11.050,2.580,86.370,0.0,0.0,0.0,2578804736.0,195772416.0,1776459776.0,1.96719230976e+11,5.350,3.350,1.420,6792.0,492.0
09-05 23:07:32,13.001,2.484,84.516,0.0,0.0,0.0,2578800640.0,195772416.0,1776459776.0,1.96719235072e+11,5.350,3.350,1.420,6606.0,398.0
09-05 23:07:33,13.472,1.779,84.748,0.0,0.0,0.0,2579673088.0,195780608.0,1776459776.0,1.96718354432e+11,5.0,3.310,1.410,7212.0,492.0
09-05 23:07:34,10.982,2.875,86.143,0.0,0.0,0.0,2579742720.0,195780608.0,1776459776.0,1.967182848e+11,5.0,3.310,1.410,8112.0,492.0
09-05 23:07:35,13.486,3.353,83.161,0.0,0.0,0.0,2580455424.0,195780608.0,1776459776.0,1.96717572096e+11,5.0,3.310,1.410,8406.0,398.0
09-05 23:07:36,12.506,4.862,82.632,0.0,0.0,0.0,2580963328.0,195780608.0,1776459776.0,1.96717064192e+11,5.0,3.310,1.410,9426.0,452.0
09-05 23:07:37,11.080,2.970,85.950,0.0,0.0,0.0,2580295680.0,195780608.0,1776459776.0,1.9671773184e+11,5.0,3.310,1.410,9008.0,618.0
09-05 23:07:38,11.542,3.422,85.036,0.0,0.0,0.0,2580799488.0,195780608.0,1776459776.0,1.96717228032e+11,4.680,3.270,1.410,9138.0,12138.0
09-05 23:07:39,14.664,2.173,83.163,0.0,0.0,0.0,2580881408.0,195788800.0,1776459776.0,1.9671713792e+11,4.680,3.270,1.410,8052.0,492.0
09-05 23:07:40,11.759,2.227,86.014,0.0,0.0,0.0,2580877312.0,195788800.0,1776459776.0,1.96717142016e+11,4.680,3.270,1.410,8472.0,492.0
09-05 23:07:41,13.581,3.115,83.304,0.0,0.0,0.0,2581233664.0,195788800.0,1776463872.0,1.96716781568e+11,4.680,3.270,1.410,7926.0,398.0
09-05 23:07:42,12.766,2.614,84.619,0.0,0.0,0.0,2581102592.0,195788800.0,1776463872.0,1.9671691264e+11,4.680,3.270,1.410,8526.0,398.0
09-05 23:07:43,13.069,3.236,83.696,0.0,0.0,0.0,2580946944.0,195788800.0,1776463872.0,1.96717068288e+11,5.670,3.500,1.490,9380.0,17354.0
09-05 23:07:44,12.449,2.296,85.255,0.0,0.0,0.0,2581323776.0,195788800.0,1776463872.0,1.96716691456e+11,5.670,3.500,1.490,8166.0,398.0
09-05 23:07:45,11.667,3.205,85.128,0.0,0.0,0.0,2581176320.0,195792896.0,1776463872.0,1.96716834816e+11,5.670,3.500,1.490,7572.0,492.0
09-05 23:07:46,13.855,2.439,83.706,0.0,0.0,0.0,2581680128.0,195792896.0,1776463872.0,1.96716331008e+11,5.670,3.500,1.490,7872.0,492.0
09-05 23:07:47,12.301,2.131,85.568,0.0,0.0,0.0,2581393408.0,195792896.0,1776463872.0,1.96716617728e+11,5.670,3.500,1.490,8766.0,398.0
09-05 23:07:48,12.481,3.606,83.888,0.0,0.0,0.025,2581131264.0,195792896.0,1776463872.0,1.96716879872e+11,5.290,3.460,1.490,8826.0,398.0
09-05 23:07:49,15.593,2.344,82.063,0.0,0.0,0.0,2581348352.0,195792896.0,1776463872.0,1.96716662784e+11,5.290,3.460,1.490,9372.0,546.0
09-05 23:07:50,14.402,3.570,82.029,0.0,0.0,0.0,2581594112.0,195792896.0,1776463872.0,1.96716417024e+11,5.290,3.460,1.490,9366.0,398.0
09-05 23:07:51,12.529,2.101,85.370,0.0,0.0,0.0,2581688320.0,195801088.0,1776463872.0,1.96716314624e+11,5.290,3.460,1.490,8592.0,492.0
09-05 23:07:52,11.327,2.100,86.547,0.0,0.0,0.026,2581688320.0,195801088.0,1776463872.0,1.96716314624e+11,5.290,3.460,1.490,8928.0,696.0
09-05 23:07:53,11.873,1.604,86.524,0.0,0.0,0.0,2581807104.0,195801088.0,1776463872.0,1.9671619584e+11,5.350,3.500,1.520,8484.0,1192.0
09-05 23:07:54,10.760,2.559,86.681,0.0,0.0,0.0,2581651456.0,195801088.0,1776463872.0,1.96716351488e+11,5.350,3.500,1.520,7872.0,1060.0
09-05 23:07:55,14.161,2.867,82.972,0.0,0.0,0.0,2581749760.0,195801088.0,1776463872.0,1.96716253184e+11,5.350,3.500,1.520,7506.0,398.0
09-05 23:07:56,11.481,3.665,84.854,0.0,0.0,0.0,2581364736.0,195805184.0,1776459776.0,1.96716638208e+11,5.350,3.500,1.520,8586.0,398.0
09-05 23:07:57,14.688,2.967,82.344,0.0,0.0,0.0,2587832320.0,195805184.0,1776463872.0,1.96710166528e+11,5.350,3.500,1.520,9312.0,492.0
09-05 23:07:58,11.293,2.778,85.929,0.0,0.0,0.0,2588332032.0,195805184.0,1776463872.0,1.96709666816e+11,5.0,3.460,1.510,8772.0,492.0
09-05 23:07:59,13.467,1.927,84.606,0.0,0.0,0.0,2588188672.0,195805184.0,1776463872.0,1.96709810176e+11,5.0,3.460,1.510,9132.0,492.0
09-05 23:08:00,12.665,2.640,84.695,0.0,0.0,0.0,2588917760.0,195805184.0,1776467968.0,1.96709076992e+11,5.0,3.460,1.510,9432.0,492.0
09-05 23:08:01,13.870,2.583,83.547,0.0,0.0,0.0,2588512256.0,195805184.0,1776467968.0,1.96709482496e+11,5.0,3.460,1.510,7632.0,492.0
09-05 23:08:02,12.984,2.126,84.890,0.0,0.0,0.0,2588225536.0,195813376.0,1776467968.0,1.96709761024e+11,5.0,3.460,1.510,7152.0,492.0
09-05 23:08:03,12.270,2.781,84.949,0.0,0.0,0.0,2587967488.0,195813376.0,1776467968.0,1.96710019072e+11,4.760,3.440,1.520,7452.0,492.0
09-05 23:08:04,13.221,2.059,84.719,0.0,0.0,0.0,2588221440.0,195813376.0,1776467968.0,1.9670976512e+11,4.760,3.440,1.520,6906.0,452.0
09-05 23:08:05,11.922,3.635,84.443,0.0,0.0,0.0,2588336128.0,195813376.0,1776467968.0,1.96709650432e+11,4.760,3.440,1.520,6972.0,492.0
09-05 23:08:06,13.865,2.240,83.895,0.0,0.0,0.0,2588082176.0,195813376.0,1776467968.0,1.96709904384e+11,4.760,3.440,1.520,6786.0,398.0
09-05 23:08:07,11.846,2.949,85.205,0.0,0.0,0.0,2588704768.0,195813376.0,1776467968.0,1.96709281792e+11,4.760,3.440,1.520,6546.0,398.0
09-05 23:08:08,11.544,3.079,85.377,0.0,0.0,0.0,2588438528.0,195817472.0,1776467968.0,1.96709543936e+11,7.660,4.060,1.730,6912.0,492.0
09-05 23:08:09,9.952,3.445,86.604,0.0,0.0,0.0,2705498112.0,195817472.0,1776467968.0,1.96592484352e+11,7.660,4.060,1.730,6666.0,398.0
09-05 23:08:10,52.774,13.482,33.743,0.0,0.0,0.0,3588341760.0,195817472.0,1776467968.0,1.95709640704e+11,7.660,4.060,1.730,7566.0,398.0
09-05 23:08:11,26.065,10.175,63.759,0.0,0.0,0.0,1098780672.0,195817472.0,1776467968.0,1.98199201792e+11,7.660,4.060,1.730,7452.0,874.0
09-05 23:08:12,0.0,0.025,99.975,0.0,0.0,0.0,1098985472.0,195817472.0,1776439296.0,1.98199025664e+11,7.660,4.060,1.730,7986.0,398.0
09-05 23:08:13,0.0,0.0,100.0,0.0,0.0,0.0,1098584064.0,195817472.0,1776439296.0,1.98199427072e+11,7.050,3.990,1.720,8052.0,492.0
09-05 23:08:14,0.0,0.025,99.975,0.0,0.0,0.0,1097437184.0,195821568.0,1776439296.0,1.98200569856e+11,7.050,3.990,1.720,7512.0,492.0
09-05 23:08:15,0.0,0.0,100.0,0.0,0.0,0.0,1096929280.0,195821568.0,1776439296.0,1.9820107776e+11,7.050,3.990,1.720,7564.0,728.0
09-05 23:08:16,0.0,0.025,99.975,0.0,0.0,0.0,1096929280.0,195821568.0,1776439296.0,1.9820107776e+11,7.050,3.990,1.720,7644.0,19646.0
09-05 23:08:17,0.025,0.025,99.950,0.0,0.0,0.0,1096564736.0,195821568.0,1776439296.0,1.98201442304e+11,7.050,3.990,1.720,7278.0,882.0
09-05 23:08:18,0.0,0.0,100.0,0.0,0.0,0.0,1095929856.0,195821568.0,1776439296.0,1.98202077184e+11,6.480,3.930,1.710,7032.0,492.0
09-05 23:08:19,0.0,0.025,99.975,0.0,0.0,0.0,1095802880.0,195821568.0,1776439296.0,1.9820220416e+11,6.480,3.930,1.710,6612.0,558.0
