"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","node0.group19-project.cs744-s19-pg0.wisc.cloudlab.us",,,,"User:","madanraj"
"Cmdline:","dstat --time --cpu --mem --load --net --output distributed_cluster_lstm.csv",,,,"Date:","09 May 2019 23:23:19 CDT"

"system","total cpu usage",,,,,,"memory usage",,,,"load avg",,,"net/total",
09-05 23:25:53,13.068,2.884,84.048,0.0,0.0,0.0,2879893504.0,196231168.0,1776640000.0,1.96417503232e+11,4.990,3.060,1.940,4861084.0,5559605.0
09-05 23:25:54,12.526,2.505,84.918,0.0,0.0,0.051,2882777088.0,196231168.0,1776640000.0,1.96414619648e+11,4.990,3.060,1.940,4865048.0,5214408.0
09-05 23:25:55,11.668,2.865,85.467,0.0,0.0,0.0,2882105344.0,196231168.0,1776640000.0,1.96415291392e+11,5.390,3.180,1.980,4866970.0,5560591.0
09-05 23:25:56,13.077,3.665,83.258,0.0,0.0,0.0,2881474560.0,196231168.0,1776640000.0,1.96415922176e+11,5.390,3.180,1.980,4864332.0,5215416.0
09-05 23:25:57,14.726,2.404,82.845,0.0,0.0,0.025,2883317760.0,196231168.0,1776640000.0,1.96414078976e+11,5.390,3.180,1.980,5208759.0,5560569.0
09-05 23:25:58,11.801,2.912,85.262,0.0,0.0,0.026,2882359296.0,196231168.0,1776640000.0,1.9641503744e+11,5.390,3.180,1.980,4866482.0,5561701.0
09-05 23:25:59,11.806,2.206,85.989,0.0,0.0,0.0,2883895296.0,196231168.0,1776640000.0,1.9641350144e+11,5.390,3.180,1.980,4870764.0,5215581.0
09-05 23:26:00,11.012,3.995,84.968,0.0,0.0,0.026,2882031616.0,196231168.0,1776640000.0,1.9641536512e+11,5.040,3.140,1.980,4867530.0,5560519.0
09-05 23:26:01,13.426,3.048,83.526,0.0,0.0,0.0,2883796992.0,196231168.0,1776640000.0,1.96413599744e+11,5.040,3.140,1.980,5204180.0,5563406.0
09-05 23:26:02,13.352,2.696,83.901,0.0,0.0,0.051,2884440064.0,196231168.0,1776640000.0,1.96412956672e+11,5.040,3.140,1.980,4866341.0,5559417.0
09-05 23:26:03,13.073,2.711,84.191,0.0,0.0,0.025,2882043904.0,196231168.0,1776640000.0,1.96415352832e+11,5.040,3.140,1.980,5211043.0,5562783.0
09-05 23:26:04,14.200,2.529,83.271,0.0,0.0,0.0,2883334144.0,196231168.0,1776640000.0,1.96414062592e+11,5.040,3.140,1.980,4863961.0,5212044.0
09-05 23:26:05,10.729,2.571,86.674,0.026,0.0,0.0,2883784704.0,196235264.0,1776640000.0,1.96413607936e+11,5.840,3.340,2.050,4528860.0,5219350.0
09-05 23:26:06,14.214,2.898,82.838,0.0,0.0,0.050,2883792896.0,196235264.0,1776640000.0,1.96413599744e+11,5.840,3.340,2.050,5203812.0,5563043.0
09-05 23:26:07,10.646,2.485,86.843,0.0,0.0,0.026,2881871872.0,196235264.0,1776640000.0,1.96415520768e+11,5.840,3.340,2.050,4526383.0,5210785.0
09-05 23:26:08,12.426,2.485,85.037,0.0,0.0,0.051,2882207744.0,196235264.0,1776640000.0,1.96415184896e+11,5.840,3.340,2.050,5205511.0,5562256.0
09-05 23:26:09,14.710,2.062,83.229,0.0,0.0,0.0,2883452928.0,196235264.0,1776640000.0,1.96413939712e+11,5.840,3.340,2.050,5211712.0,5562865.0
09-05 23:26:10,12.538,3.953,83.484,0.0,0.0,0.025,2883485696.0,196235264.0,1776640000.0,1.96413906944e+11,5.450,3.300,2.040,4866715.0,5216841.0
09-05 23:26:11,13.199,2.620,84.130,0.0,0.0,0.051,2884403200.0,196243456.0,1776644096.0,1.96412977152e+11,5.450,3.300,2.040,4869470.0,5560454.0
09-05 23:26:12,10.873,3.851,85.250,0.0,0.0,0.025,3017740288.0,196243456.0,1776644096.0,1.96279640064e+11,5.450,3.300,2.040,4865418.0,5215641.0
09-05 23:26:13,51.112,12.986,35.877,0.0,0.0,0.025,3926724608.0,196243456.0,1776644096.0,1.95370655744e+11,5.450,3.300,2.040,4528867.0,5211290.0
09-05 23:26:14,27.411,11.491,61.073,0.0,0.0,0.025,1336315904.0,196243456.0,1776644096.0,1.97961064448e+11,5.450,3.300,2.040,4858647.0,5217318.0
09-05 23:26:15,0.175,0.075,99.750,0.0,0.0,0.0,1334595584.0,196243456.0,1776619520.0,1.97962809344e+11,5.010,3.240,2.030,4864586.0,5214624.0
09-05 23:26:16,0.175,0.100,99.700,0.0,0.0,0.025,1334132736.0,196243456.0,1776619520.0,1.97963272192e+11,5.010,3.240,2.030,4866515.0,5558856.0
09-05 23:26:17,0.100,0.075,99.825,0.0,0.0,0.0,1331830784.0,196243456.0,1776619520.0,1.97965574144e+11,5.010,3.240,2.030,4872003.0,5216493.0
09-05 23:26:18,0.175,0.125,99.700,0.0,0.0,0.0,1330348032.0,196243456.0,1776619520.0,1.97967056896e+11,5.010,3.240,2.030,4868791.0,5564981.0
09-05 23:26:19,0.150,0.075,99.775,0.0,0.0,0.0,1330667520.0,196243456.0,1776619520.0,1.97966737408e+11,5.010,3.240,2.030,5204815.0,5561960.0
09-05 23:26:20,0.100,0.075,99.800,0.0,0.0,0.025,1329242112.0,196243456.0,1776619520.0,1.97968162816e+11,4.610,3.190,2.020,4865419.0,5214448.0
09-05 23:26:21,0.075,0.050,99.850,0.0,0.0,0.025,1327714304.0,196243456.0,1776623616.0,1.97969686528e+11,4.610,3.190,2.020,4534874.0,5236118.0
09-05 23:26:22,0.225,0.050,99.700,0.0,0.0,0.025,1327054848.0,196247552.0,1776623616.0,1.97970341888e+11,4.610,3.190,2.020,5206213.0,5562597.0
09-05 23:26:23,0.125,0.100,99.775,0.0,0.0,0.0,1327001600.0,196247552.0,1776623616.0,1.97970395136e+11,4.610,3.190,2.020,4868654.0,5559086.0
09-05 23:26:24,0.050,0.075,99.875,0.0,0.0,0.0,1325473792.0,196247552.0,1776623616.0,1.97971922944e+11,4.610,3.190,2.020,4866204.0,5214971.0
09-05 23:26:25,0.100,0.075,99.825,0.0,0.0,0.0,1323024384.0,196247552.0,1776623616.0,1.97974372352e+11,4.240,3.140,2.010,4866248.0,5214720.0
09-05 23:26:26,0.125,0.025,99.850,0.0,0.0,0.0,1322614784.0,196247552.0,1776623616.0,1.97974781952e+11,4.240,3.140,2.010,4868594.0,5558895.0
09-05 23:26:27,0.125,0.050,99.825,0.0,0.0,0.0,1321017344.0,196247552.0,1776623616.0,1.97976379392e+11,4.240,3.140,2.010,4871994.0,5215415.0
09-05 23:26:28,0.100,0.100,99.775,0.0,0.0,0.025,1320275968.0,196255744.0,1776623616.0,1.97977112576e+11,4.240,3.140,2.010,4861323.0,5559539.0
09-05 23:26:29,0.150,0.050,99.800,0.0,0.0,0.0,1319849984.0,196255744.0,1776623616.0,1.9797753856e+11,4.240,3.140,2.010,4871611.0,5215159.0
09-05 23:26:30,0.075,0.075,99.825,0.0,0.0,0.025,1318281216.0,196255744.0,1776623616.0,1.97979107328e+11,3.900,3.080,2.0,5205564.0,5560010.0
09-05 23:26:31,0.100,0.050,99.850,0.0,0.0,0.0,1317117952.0,196255744.0,1776623616.0,1.97980270592e+11,3.900,3.080,2.0,4869797.0,5563642.0
09-05 23:26:32,0.100,0.075,99.800,0.0,0.0,0.025,1317826560.0,196255744.0,1776623616.0,1.97979561984e+11,3.900,3.080,2.0,4864498.0,5215172.0
09-05 23:26:33,0.150,0.075,99.775,0.0,0.0,0.0,1316298752.0,196255744.0,1776623616.0,1.97981089792e+11,3.900,3.080,2.0,4874520.0,5561645.0
09-05 23:26:34,0.225,0.075,99.650,0.0,0.0,0.050,1315737600.0,196259840.0,1776623616.0,1.97981646848e+11,3.900,3.080,2.0,5204306.0,5562827.0
09-05 23:26:35,0.125,0.075,99.800,0.0,0.0,0.0,1315807232.0,196259840.0,1776623616.0,1.97981577216e+11,3.590,3.030,1.990,4869859.0,5560477.0
09-05 23:26:36,0.175,0.025,99.800,0.0,0.0,0.0,1315807232.0,196259840.0,1776623616.0,1.97981577216e+11,3.590,3.030,1.990,4872087.0,5215714.0
09-05 23:26:37,0.150,0.075,99.775,0.0,0.0,0.0,1315676160.0,196259840.0,1776623616.0,1.97981708288e+11,3.590,3.030,1.990,5204437.0,5559691.0
09-05 23:26:38,0.175,0.050,99.775,0.0,0.0,0.0,1316257792.0,196259840.0,1776623616.0,1.97981126656e+11,3.590,3.030,1.990,4527044.0,5214197.0
09-05 23:26:39,0.225,0.100,99.651,0.0,0.0,0.025,1314226176.0,196259840.0,1776623616.0,1.97983158272e+11,3.590,3.030,1.990,5205582.0,5562960.0
09-05 23:26:40,0.100,0.050,99.825,0.0,0.0,0.025,1316581376.0,196259840.0,1776627712.0,1.97980798976e+11,3.380,3.0,1.980,4869202.0,5569774.0
09-05 23:26:41,0.200,0.025,99.775,0.0,0.0,0.0,1315033088.0,196259840.0,1776627712.0,1.97982347264e+11,3.380,3.0,1.980,4873589.0,5215832.0
09-05 23:26:42,0.150,0.075,99.775,0.0,0.0,0.0,1316442112.0,196259840.0,1776627712.0,1.9798093824e+11,3.380,3.0,1.980,3478273.0,3821054.0
09-05 23:26:43,0.0,0.0,100.0,0.0,0.0,0.0,1316044800.0,196259840.0,1776627712.0,1.97981335552e+11,3.380,3.0,1.980,8352.0,594.0
09-05 23:26:44,0.025,0.025,99.950,0.0,0.0,0.0,1316044800.0,196259840.0,1776627712.0,1.97981335552e+11,3.380,3.0,1.980,11766.0,2185.0
09-05 23:26:45,0.0,0.025,99.975,0.0,0.0,0.0,1315893248.0,196263936.0,1776631808.0,1.97981478912e+11,3.110,2.950,1.970,8958.0,882.0
09-05 23:26:46,0.0,0.0,100.0,0.0,0.0,0.0,1315893248.0,196263936.0,1776631808.0,1.97981478912e+11,3.110,2.950,1.970,9132.0,492.0
09-05 23:26:47,0.0,0.025,99.975,0.0,0.0,0.0,1315893248.0,196263936.0,1776631808.0,1.97981478912e+11,3.110,2.950,1.970,9912.0,492.0
09-05 23:26:48,0.0,0.0,100.0,0.0,0.0,0.0,1315893248.0,196263936.0,1776631808.0,1.97981478912e+11,3.110,2.950,1.970,9012.0,492.0
09-05 23:26:49,0.0,0.025,99.975,0.0,0.0,0.0,1315893248.0,196263936.0,1776631808.0,1.97981478912e+11,3.110,2.950,1.970,9252.0,492.0
09-05 23:26:50,0.0,0.0,100.0,0.0,0.0,0.0,1315893248.0,196263936.0,1776631808.0,1.97981478912e+11,2.860,2.900,1.960,9444.0,900.0
09-05 23:26:51,0.0,0.050,99.950,0.0,0.0,0.0,1315889152.0,196268032.0,1776631808.0,1.97981478912e+11,2.860,2.900,1.960,9270.0,1010.0
09-05 23:26:52,0.025,0.025,99.950,0.0,0.0,0.0,1316159488.0,196268032.0,1776631808.0,1.97981208576e+11,2.860,2.900,1.960,10056.0,21342.0
09-05 23:26:53,0.0,0.0,100.0,0.0,0.0,0.0,1316937728.0,196268032.0,1776631808.0,1.97980430336e+11,2.860,2.900,1.960,7632.0,492.0
09-05 23:26:54,0.0,0.025,99.975,0.0,0.0,0.0,1316937728.0,196268032.0,1776631808.0,1.97980430336e+11,2.860,2.900,1.960,7218.0,882.0
